periodname,city,age,career,surveyed,tested positive,tested negative,treatment eligible,treatment
21-Jul,Boston,20-24yrs,epidemiologist,,,,,
21-Jul,Chicago,20-24yrs,astronaut,,,,1,
21-Jul,Chicago,20-24yrs,pilot,,,,,
21-Jul,Chicago,20-24yrs,farmer,,,,,
21-Jul,London,20-24yrs,surgeon,,,4,,
21-Jul,London,20-24yrs,astronaut,,,1,,
21-Jul,London,20-24yrs,pilot,,,,,
21-Jul,London,20-24yrs,farmer,,,,,
21-Jul,London,20-24yrs,epidemiologist,,,2,,
21-Jul,New York,20-24yrs,pilot,,,,,
21-Jul,New York,20-24yrs,epidemiologist,,,,,
21-Jul,Philadelphia,20-24yrs,astronaut,,,,,
21-Jul,Philadelphia,20-24yrs,pilot,,,,,
21-Jul,Philadelphia,20-24yrs,farmer,,,3,,
21-Jul,Tokyo,20-24yrs,pilot,,,,,
21-Jul,Tokyo,20-24yrs,farmer,,,,,
21-Jul,Tokyo,20-24yrs,epidemiologist,,,,,
21-Jul,Washington D.C.,20-24yrs,surgeon,,,,,
21-Jul,Washington D.C.,20-24yrs,pilot,,,,,
21-Jul,Washington D.C.,20-24yrs,farmer,,,,,
21-Jul,Washington D.C.,20-24yrs,epidemiologist,,,,,
21-Jun,Baltimore,20-24yrs,surgeon,,,,,
21-Jun,Baltimore,20-24yrs,pilot,,,,,
21-Jun,Baltimore,20-24yrs,farmer,,,,,
21-Jun,Baltimore,20-24yrs,epidemiologist,,,,,
21-Jun,Boston,20-24yrs,pilot,,,,,
21-Jun,Boston,20-24yrs,farmer,,,,,
21-Jun,Boston,20-24yrs,epidemiologist,,,,,
21-Jun,Chicago,20-24yrs,pilot,,,,,
21-Jun,Chicago,20-24yrs,farmer,,,,,
21-Jun,London,20-24yrs,surgeon,,,,,
21-Jun,London,20-24yrs,pilot,,,,,
21-Jun,London,20-24yrs,farmer,,,,,
21-Jun,London,20-24yrs,epidemiologist,,,,,
21-Jun,New York,20-24yrs,pilot,,,,,
21-Jun,New York,20-24yrs,farmer,,,,,
21-Jun,New York,20-24yrs,epidemiologist,,,,,
21-Jun,Philadelphia,20-24yrs,astronaut,,,,,
21-Jun,Philadelphia,20-24yrs,pilot,,,,,
21-Jun,Philadelphia,20-24yrs,farmer,,,6,6,
21-Jun,Philadelphia,20-24yrs,epidemiologist,,,,,
21-Jun,Tokyo,20-24yrs,pilot,,,,,
21-Jun,Tokyo,20-24yrs,farmer,,,,,
21-Jun,Tokyo,20-24yrs,epidemiologist,,,,,
21-Jun,Washington D.C.,20-24yrs,surgeon,,,,,
21-Jun,Washington D.C.,20-24yrs,astronaut,,,,,
21-Jun,Washington D.C.,20-24yrs,pilot,,,,,
21-Jun,Washington D.C.,20-24yrs,farmer,,,,,
21-Jun,Washington D.C.,20-24yrs,epidemiologist,,,,,
21-May,Baltimore,20-24yrs,surgeon,,,,,
21-May,Baltimore,20-24yrs,astronaut,,,,,
21-May,Baltimore,20-24yrs,pilot,,,,,
21-May,Baltimore,20-24yrs,farmer,,,,,
21-May,Baltimore,20-24yrs,epidemiologist,,,,,
21-May,Boston,20-24yrs,pilot,,,,,
21-May,Boston,20-24yrs,farmer,,,,,
21-May,Boston,20-24yrs,epidemiologist,,,,,
21-May,Chicago,20-24yrs,pilot,,,,,
21-May,Chicago,20-24yrs,farmer,,,,,
21-May,Chicago,20-24yrs,epidemiologist,,,,,
21-May,London,20-24yrs,pilot,,,,,
21-May,London,20-24yrs,farmer,,,,,
21-May,London,20-24yrs,epidemiologist,,,,,
21-May,New York,20-24yrs,pilot,,,,,
21-May,New York,20-24yrs,farmer,,,,,
21-May,New York,20-24yrs,epidemiologist,,,,,
21-May,Philadelphia,20-24yrs,astronaut,,,,,
21-May,Philadelphia,20-24yrs,pilot,,,,,
21-May,Philadelphia,20-24yrs,epidemiologist,,,,,
21-May,Tokyo,20-24yrs,pilot,,,,,
21-May,Tokyo,20-24yrs,farmer,,,,,
21-May,Tokyo,20-24yrs,epidemiologist,,,,,
21-May,Washington D.C.,20-24yrs,surgeon,,,,,
21-May,Washington D.C.,20-24yrs,astronaut,,,,,
21-May,Washington D.C.,20-24yrs,pilot,,,,,
21-May,Washington D.C.,20-24yrs,farmer,,,,,
21-May,Washington D.C.,20-24yrs,epidemiologist,,,,,
21-Apr,Baltimore,20-24yrs,surgeon,,,,,
21-Apr,Baltimore,20-24yrs,pilot,,,,,
21-Apr,Baltimore,20-24yrs,farmer,,,,,
21-Apr,Baltimore,20-24yrs,epidemiologist,,,,,
21-Apr,Boston,20-24yrs,pilot,,,,,
21-Apr,Boston,20-24yrs,farmer,,,,,
21-Apr,Chicago,20-24yrs,pilot,,,,,
21-Apr,Chicago,20-24yrs,farmer,,,,,
21-Apr,London,20-24yrs,astronaut,,,,,
21-Apr,London,20-24yrs,pilot,,,,,
21-Apr,London,20-24yrs,farmer,,,,,
21-Apr,London,20-24yrs,epidemiologist,,,,,
21-Apr,New York,20-24yrs,pilot,,,,,
21-Apr,New York,20-24yrs,farmer,,,,,
21-Apr,New York,20-24yrs,epidemiologist,,,,,
21-Apr,Philadelphia,20-24yrs,pilot,,,,,
21-Apr,Philadelphia,20-24yrs,epidemiologist,,,,,
21-Apr,Tokyo,20-24yrs,pilot,,,,,
21-Apr,Tokyo,20-24yrs,farmer,,,,,
21-Apr,Washington D.C.,20-24yrs,pilot,,,,,
21-Apr,Washington D.C.,20-24yrs,farmer,,,,,
21-Apr,Washington D.C.,20-24yrs,epidemiologist,,,,,
21-Mar,Baltimore,20-24yrs,surgeon,,,,,
21-Mar,Baltimore,20-24yrs,pilot,,,,,
21-Mar,Baltimore,20-24yrs,farmer,,,,,
21-Mar,Baltimore,20-24yrs,epidemiologist,,,,,
21-Mar,Boston,20-24yrs,pilot,,,,,
21-Mar,Boston,20-24yrs,farmer,,,,,
21-Mar,Chicago,20-24yrs,pilot,,,,,
21-Mar,Chicago,20-24yrs,farmer,,,,,
21-Mar,London,20-24yrs,surgeon,,,,,
21-Mar,London,20-24yrs,astronaut,,,,,
21-Mar,London,20-24yrs,pilot,,,,,
21-Mar,London,20-24yrs,farmer,,,,,
21-Mar,London,20-24yrs,epidemiologist,,,,,
21-Mar,New York,20-24yrs,pilot,,,,,
21-Mar,New York,20-24yrs,farmer,,,,,
21-Mar,New York,20-24yrs,epidemiologist,,,,,
21-Mar,Philadelphia,20-24yrs,pilot,,,,,
21-Mar,Philadelphia,20-24yrs,epidemiologist,,,,,
21-Mar,Tokyo,20-24yrs,pilot,,,,,
21-Mar,Tokyo,20-24yrs,farmer,,,,,
21-Mar,Washington D.C.,20-24yrs,surgeon,,,,,
21-Mar,Washington D.C.,20-24yrs,astronaut,,,,,
21-Mar,Washington D.C.,20-24yrs,pilot,,,,,
21-Mar,Washington D.C.,20-24yrs,farmer,,,,,
21-Mar,Washington D.C.,20-24yrs,epidemiologist,,,,,
21-Feb,Baltimore,20-24yrs,surgeon,,,,,
21-Feb,Baltimore,20-24yrs,pilot,,,,,
21-Feb,Baltimore,20-24yrs,farmer,,,,,
21-Feb,Baltimore,20-24yrs,epidemiologist,,,,,
21-Feb,Boston,20-24yrs,pilot,,,,,
21-Feb,Boston,20-24yrs,farmer,,,,,
21-Feb,Chicago,20-24yrs,pilot,,,,,
21-Feb,Chicago,20-24yrs,farmer,,,,,
21-Feb,London,20-24yrs,surgeon,,,,,
21-Feb,London,20-24yrs,astronaut,,,,,
21-Feb,London,20-24yrs,pilot,,,,,
21-Feb,London,20-24yrs,farmer,,,,,
21-Feb,London,20-24yrs,epidemiologist,,,,,
21-Feb,New York,20-24yrs,surgeon,,,,,
21-Feb,New York,20-24yrs,pilot,,,,,
21-Feb,New York,20-24yrs,farmer,,,,,
21-Feb,New York,20-24yrs,epidemiologist,,,,,
21-Feb,Philadelphia,20-24yrs,pilot,,,,,
21-Feb,Philadelphia,20-24yrs,epidemiologist,,,,,
21-Feb,Tokyo,20-24yrs,pilot,,,,,
21-Feb,Washington D.C.,20-24yrs,surgeon,,,,,
21-Feb,Washington D.C.,20-24yrs,pilot,,,,,
21-Feb,Washington D.C.,20-24yrs,farmer,,,,,
21-Feb,Washington D.C.,20-24yrs,epidemiologist,,,,,
21-Jan,Baltimore,20-24yrs,surgeon,,,,,
21-Jan,Baltimore,20-24yrs,pilot,,,,,
21-Jan,Baltimore,20-24yrs,farmer,,,,,
21-Jan,Baltimore,20-24yrs,epidemiologist,,,,,
21-Jan,Boston,20-24yrs,pilot,,,,,
21-Jan,Boston,20-24yrs,farmer,,,,,
21-Jan,Boston,20-24yrs,epidemiologist,,,,,
21-Jan,Chicago,20-24yrs,pilot,,,,,
21-Jan,London,20-24yrs,surgeon,,,,1,
21-Jan,London,20-24yrs,pilot,,,,,
21-Jan,London,20-24yrs,farmer,,,,,
21-Jan,London,20-24yrs,epidemiologist,,,,,
21-Jan,New York,20-24yrs,surgeon,,,,,
21-Jan,New York,20-24yrs,pilot,,,,,
21-Jan,New York,20-24yrs,farmer,,,,,
21-Jan,New York,20-24yrs,epidemiologist,,,,,
21-Jan,Philadelphia,20-24yrs,surgeon,,,,,
21-Jan,Philadelphia,20-24yrs,pilot,,,,,
21-Jan,Philadelphia,20-24yrs,epidemiologist,,,,,
21-Jan,Tokyo,20-24yrs,pilot,,,,,
21-Jan,Tokyo,20-24yrs,farmer,,,,,
21-Jan,Tokyo,20-24yrs,epidemiologist,,,,,
21-Jan,Washington D.C.,20-24yrs,surgeon,,,,,
21-Jan,Washington D.C.,20-24yrs,pilot,,,,,
21-Jan,Washington D.C.,20-24yrs,farmer,,,,,
21-Jan,Washington D.C.,20-24yrs,epidemiologist,,,,,
20-Dec,Baltimore,20-24yrs,surgeon,,,,,
20-Dec,Baltimore,20-24yrs,pilot,,,,,
20-Dec,Baltimore,20-24yrs,farmer,,,,,
20-Dec,Baltimore,20-24yrs,epidemiologist,,,,,
20-Dec,Boston,20-24yrs,pilot,,,,,
20-Dec,Boston,20-24yrs,farmer,,,,,
20-Dec,Chicago,20-24yrs,pilot,,,,,
20-Dec,London,20-24yrs,surgeon,,,,,
20-Dec,London,20-24yrs,pilot,,,,,
20-Dec,London,20-24yrs,farmer,,,,,
20-Dec,London,20-24yrs,epidemiologist,,,,,
20-Dec,New York,20-24yrs,surgeon,,,,,
20-Dec,New York,20-24yrs,pilot,,,,,
20-Dec,New York,20-24yrs,farmer,,,,,
20-Dec,New York,20-24yrs,epidemiologist,,,,,
20-Dec,Philadelphia,20-24yrs,surgeon,,,,,
20-Dec,Philadelphia,20-24yrs,pilot,,,,,
20-Dec,Philadelphia,20-24yrs,farmer,,,,,
20-Dec,Philadelphia,20-24yrs,epidemiologist,,,,,
20-Dec,Tokyo,20-24yrs,pilot,,,,,
20-Dec,Tokyo,20-24yrs,farmer,,,,,
20-Dec,Washington D.C.,20-24yrs,surgeon,,,,,
20-Dec,Washington D.C.,20-24yrs,pilot,,,,,
20-Dec,Washington D.C.,20-24yrs,farmer,,,,,
20-Dec,Washington D.C.,20-24yrs,epidemiologist,,,,,
20-Nov,Baltimore,20-24yrs,surgeon,,,,,
20-Nov,Baltimore,20-24yrs,pilot,,,,,
20-Nov,Baltimore,20-24yrs,farmer,,,,,
20-Nov,Baltimore,20-24yrs,epidemiologist,,,,,
20-Nov,Boston,20-24yrs,pilot,,,,,
20-Nov,Boston,20-24yrs,farmer,,,,,
20-Nov,Chicago,20-24yrs,pilot,,,,,
20-Nov,Chicago,20-24yrs,farmer,,,,,
20-Nov,London,20-24yrs,pilot,,,,,
20-Nov,London,20-24yrs,farmer,,,,,
20-Nov,New York,20-24yrs,surgeon,,,,,
20-Nov,New York,20-24yrs,pilot,,,,,
20-Nov,New York,20-24yrs,farmer,,,,,
20-Nov,New York,20-24yrs,epidemiologist,,,,,
20-Nov,Philadelphia,20-24yrs,surgeon,,,,,
20-Nov,Philadelphia,20-24yrs,pilot,,,,,
20-Nov,Philadelphia,20-24yrs,farmer,,,,,
20-Nov,Philadelphia,20-24yrs,epidemiologist,,,,,
20-Nov,Tokyo,20-24yrs,pilot,,,,,
20-Nov,Tokyo,20-24yrs,epidemiologist,,,3,3,
20-Nov,Washington D.C.,20-24yrs,surgeon,,,,,
20-Nov,Washington D.C.,20-24yrs,pilot,,,,,
20-Nov,Washington D.C.,20-24yrs,farmer,,,,,
20-Nov,Washington D.C.,20-24yrs,epidemiologist,,,,,
20-Oct,Baltimore,20-24yrs,surgeon,,,,,
20-Oct,Baltimore,20-24yrs,pilot,,,,,
20-Oct,Baltimore,20-24yrs,farmer,,,,,
20-Oct,Baltimore,20-24yrs,epidemiologist,,,,,
20-Oct,Boston,20-24yrs,astronaut,,,,,
20-Oct,Boston,20-24yrs,pilot,,,,,
20-Oct,Boston,20-24yrs,farmer,,,,,
20-Oct,Boston,20-24yrs,epidemiologist,,,,,
20-Oct,Chicago,20-24yrs,pilot,,,,,
20-Oct,London,20-24yrs,surgeon,,,,,
20-Oct,London,20-24yrs,astronaut,,,,,
20-Oct,London,20-24yrs,pilot,,,,,
20-Oct,London,20-24yrs,farmer,,,,,
20-Oct,London,20-24yrs,epidemiologist,,,,,
20-Oct,New York,20-24yrs,surgeon,,,,,
20-Oct,New York,20-24yrs,pilot,,,,,
20-Oct,New York,20-24yrs,farmer,,,,,
20-Oct,New York,20-24yrs,epidemiologist,,,,,
20-Oct,Philadelphia,20-24yrs,surgeon,,,,,
20-Oct,Philadelphia,20-24yrs,pilot,,,,,
20-Oct,Philadelphia,20-24yrs,epidemiologist,,,,,
20-Oct,Tokyo,20-24yrs,surgeon,,,,,
20-Oct,Tokyo,20-24yrs,pilot,,,,,
20-Oct,Tokyo,20-24yrs,epidemiologist,,,,,
20-Oct,Washington D.C.,20-24yrs,surgeon,,,,,
20-Oct,Washington D.C.,20-24yrs,astronaut,,,,,
20-Oct,Washington D.C.,20-24yrs,pilot,,,,,
20-Oct,Washington D.C.,20-24yrs,farmer,,,,,
20-Oct,Washington D.C.,20-24yrs,epidemiologist,,,,,
21-Sep,Baltimore,25-29yrs,surgeon,,,,,
21-Sep,Baltimore,25-29yrs,pilot,,,,,
21-Sep,Baltimore,25-29yrs,farmer,,,,,
21-Sep,Baltimore,25-29yrs,epidemiologist,,,,,
21-Sep,Boston,25-29yrs,pilot,,,,,
21-Sep,Boston,25-29yrs,farmer,,,,,
21-Sep,Boston,25-29yrs,epidemiologist,,,,,
21-Sep,Chicago,25-29yrs,surgeon,,,,,
21-Sep,Chicago,25-29yrs,pilot,,,,,
21-Sep,Chicago,25-29yrs,farmer,,,,,
21-Sep,London,25-29yrs,surgeon,,,7,,
21-Sep,London,25-29yrs,astronaut,,,4,,
21-Sep,London,25-29yrs,pilot,,,,,
21-Sep,London,25-29yrs,farmer,,,,,
21-Sep,London,25-29yrs,epidemiologist,,,,,
21-Sep,New York,25-29yrs,pilot,,,,,
21-Sep,New York,25-29yrs,farmer,,,,,
21-Sep,New York,25-29yrs,epidemiologist,,,,,
21-Sep,Philadelphia,25-29yrs,astronaut,,,,,
21-Sep,Philadelphia,25-29yrs,pilot,,,,,
21-Sep,Philadelphia,25-29yrs,farmer,,,,,
21-Sep,Philadelphia,25-29yrs,epidemiologist,,,,,
21-Sep,Tokyo,25-29yrs,pilot,,,,,
21-Sep,Tokyo,25-29yrs,farmer,,,,,
21-Sep,Tokyo,25-29yrs,epidemiologist,,,,,
21-Sep,Washington D.C.,25-29yrs,surgeon,,,,,
21-Sep,Washington D.C.,25-29yrs,astronaut,,,,,
21-Sep,Washington D.C.,25-29yrs,pilot,,,,,
21-Sep,Washington D.C.,25-29yrs,farmer,,,,,
21-Sep,Washington D.C.,25-29yrs,epidemiologist,,,,,
21-Aug,Baltimore,25-29yrs,surgeon,,,,,
21-Aug,Baltimore,25-29yrs,pilot,,,,,
21-Aug,Baltimore,25-29yrs,farmer,,,,,
21-Aug,Baltimore,25-29yrs,epidemiologist,,,,,
21-Aug,Boston,25-29yrs,pilot,,,,,
21-Aug,Boston,25-29yrs,epidemiologist,,,,,
21-Aug,Chicago,25-29yrs,pilot,,,,,
21-Aug,Chicago,25-29yrs,farmer,,,,,
21-Aug,Chicago,25-29yrs,epidemiologist,,,,,
21-Aug,London,25-29yrs,surgeon,,,,,
21-Aug,London,25-29yrs,astronaut,,,,,
21-Aug,London,25-29yrs,pilot,,,,,
21-Aug,London,25-29yrs,farmer,,,,,
21-Aug,London,25-29yrs,epidemiologist,,,,,
21-Aug,New York,25-29yrs,pilot,,,,,
21-Aug,Philadelphia,25-29yrs,pilot,,,,,
21-Aug,Philadelphia,25-29yrs,epidemiologist,,,,1,
21-Aug,Tokyo,25-29yrs,pilot,,,,,
21-Aug,Tokyo,25-29yrs,farmer,,,,,
21-Aug,Tokyo,25-29yrs,epidemiologist,,,,,
21-Aug,Washington D.C.,25-29yrs,pilot,,,,,
21-Aug,Washington D.C.,25-29yrs,farmer,,,,,
21-Aug,Washington D.C.,25-29yrs,epidemiologist,,,,,
21-Jul,Baltimore,25-29yrs,surgeon,,,,,
21-Jul,Baltimore,25-29yrs,pilot,,,,,
21-Jul,Baltimore,25-29yrs,farmer,,,,,
21-Jul,Baltimore,25-29yrs,epidemiologist,,,,,
21-Jul,Boston,25-29yrs,pilot,,,,,
21-Jul,Boston,25-29yrs,farmer,,,,,
21-Jul,Boston,25-29yrs,epidemiologist,,,,,
21-Jul,Chicago,25-29yrs,pilot,,,,,
21-Jul,Chicago,25-29yrs,farmer,,,,,
21-Jul,London,25-29yrs,surgeon,,,,,
21-Jul,London,25-29yrs,astronaut,,,,,
21-Jul,London,25-29yrs,pilot,,,,,
21-Jul,London,25-29yrs,farmer,,,,,
21-Jul,New York,25-29yrs,pilot,,,,,
21-Jul,New York,25-29yrs,epidemiologist,,,,,
21-Jul,Philadelphia,25-29yrs,astronaut,,,2,,
21-Jul,Philadelphia,25-29yrs,pilot,,,,,
21-Jul,Philadelphia,25-29yrs,farmer,,,,,
21-Jul,Tokyo,25-29yrs,pilot,,,,,
21-Jul,Tokyo,25-29yrs,farmer,,,,,
21-Jul,Tokyo,25-29yrs,epidemiologist,,,,,
21-Jul,Washington D.C.,25-29yrs,astronaut,,,,,
21-Jul,Washington D.C.,25-29yrs,pilot,,,,,
21-Jul,Washington D.C.,25-29yrs,farmer,,,,,
21-Jul,Washington D.C.,25-29yrs,epidemiologist,,,,,
21-Jun,Baltimore,25-29yrs,surgeon,,,,,
21-Jun,Baltimore,25-29yrs,pilot,,,,,
21-Jun,Baltimore,25-29yrs,farmer,,,,,
21-Jun,Baltimore,25-29yrs,epidemiologist,,,,,
21-Jun,Boston,25-29yrs,pilot,,,,,
21-Jun,Boston,25-29yrs,farmer,,,,,
21-Jun,Chicago,25-29yrs,pilot,,,,,
21-Jun,Chicago,25-29yrs,farmer,,,,,
21-Jun,London,25-29yrs,surgeon,,,,,
21-Jun,London,25-29yrs,pilot,,,,,
21-Jun,London,25-29yrs,farmer,,,,,
21-Jun,London,25-29yrs,epidemiologist,,,,,
21-Jun,New York,25-29yrs,astronaut,,,,,
21-Jun,New York,25-29yrs,pilot,,,,,
21-Jun,New York,25-29yrs,farmer,,,,,
21-Jun,New York,25-29yrs,epidemiologist,,,,,
21-Jun,Philadelphia,25-29yrs,pilot,,,,,
21-Jun,Philadelphia,25-29yrs,farmer,,,5,5,
21-Jun,Philadelphia,25-29yrs,epidemiologist,,,,,
21-Jun,Tokyo,25-29yrs,pilot,,,,,
21-Jun,Tokyo,25-29yrs,farmer,,,,,
21-Jun,Tokyo,25-29yrs,epidemiologist,,,,,
21-Jun,Washington D.C.,25-29yrs,surgeon,,,,,
21-Jun,Washington D.C.,25-29yrs,astronaut,,,,,
21-Jun,Washington D.C.,25-29yrs,pilot,,,,,
21-Jun,Washington D.C.,25-29yrs,farmer,,,,,
21-Jun,Washington D.C.,25-29yrs,epidemiologist,,,,,
21-May,Baltimore,25-29yrs,surgeon,,,,,
21-May,Baltimore,25-29yrs,astronaut,,,,,
21-May,Baltimore,25-29yrs,pilot,,,,,
21-May,Baltimore,25-29yrs,farmer,,,,,
21-May,Baltimore,25-29yrs,epidemiologist,,,,,
21-May,Boston,25-29yrs,pilot,,,,,
21-May,Boston,25-29yrs,farmer,,,,,
21-May,Boston,25-29yrs,epidemiologist,,,,,
21-May,Chicago,25-29yrs,astronaut,,,,,
21-May,Chicago,25-29yrs,pilot,,,,,
21-May,Chicago,25-29yrs,farmer,,,,,
21-May,Chicago,25-29yrs,epidemiologist,,,,,
21-May,London,25-29yrs,surgeon,,,,,
21-May,London,25-29yrs,astronaut,,,,,
21-May,London,25-29yrs,pilot,,,,,
21-May,London,25-29yrs,farmer,,,,,
21-May,London,25-29yrs,epidemiologist,,,,,
21-May,New York,25-29yrs,astronaut,,,,,
21-May,New York,25-29yrs,pilot,,,,,
21-May,New York,25-29yrs,farmer,,,,,
21-May,New York,25-29yrs,epidemiologist,,,,,
21-May,Philadelphia,25-29yrs,surgeon,,,,,
21-May,Philadelphia,25-29yrs,astronaut,,,,,
21-May,Philadelphia,25-29yrs,pilot,,,,,
21-May,Philadelphia,25-29yrs,farmer,,,,,
21-May,Philadelphia,25-29yrs,epidemiologist,,,,,
21-May,Tokyo,25-29yrs,pilot,,,,,
21-May,Tokyo,25-29yrs,farmer,,,,,
21-May,Tokyo,25-29yrs,epidemiologist,,,,,
21-May,Washington D.C.,25-29yrs,pilot,,,,,
21-May,Washington D.C.,25-29yrs,farmer,,,,,
21-May,Washington D.C.,25-29yrs,epidemiologist,,,,,
21-Apr,Baltimore,25-29yrs,surgeon,,,,,
21-Apr,Baltimore,25-29yrs,pilot,,,,,
21-Apr,Baltimore,25-29yrs,farmer,,,,,
21-Apr,Baltimore,25-29yrs,epidemiologist,,,,,
21-Apr,Boston,25-29yrs,pilot,,,,,
21-Apr,Boston,25-29yrs,farmer,,,,,
21-Apr,Boston,25-29yrs,epidemiologist,,,,,
21-Apr,Chicago,25-29yrs,pilot,,,,,
21-Apr,Chicago,25-29yrs,farmer,,,,,
21-Apr,London,25-29yrs,surgeon,,,,,
21-Apr,London,25-29yrs,pilot,,,,,
21-Apr,London,25-29yrs,farmer,,,,,
21-Apr,London,25-29yrs,epidemiologist,,,,,
21-Apr,New York,25-29yrs,pilot,,,,,
21-Apr,New York,25-29yrs,farmer,,,,,
21-Apr,New York,25-29yrs,epidemiologist,,,,,
21-Apr,Philadelphia,25-29yrs,pilot,,,,,
21-Apr,Philadelphia,25-29yrs,epidemiologist,,,,,
21-Apr,Tokyo,25-29yrs,pilot,,,,,
21-Apr,Tokyo,25-29yrs,farmer,,,,,
21-Apr,Tokyo,25-29yrs,epidemiologist,,,,,
21-Apr,Washington D.C.,25-29yrs,pilot,,,,,
21-Apr,Washington D.C.,25-29yrs,farmer,,,,,
21-Apr,Washington D.C.,25-29yrs,epidemiologist,,,,,
21-Mar,Baltimore,25-29yrs,surgeon,,,,,
21-Mar,Baltimore,25-29yrs,pilot,,,,,
21-Mar,Baltimore,25-29yrs,farmer,,,,,
21-Mar,Baltimore,25-29yrs,epidemiologist,,,,,
21-Mar,Boston,25-29yrs,pilot,,,,,
21-Mar,Boston,25-29yrs,farmer,,,,,
21-Mar,Chicago,25-29yrs,pilot,,,,,
21-Mar,London,25-29yrs,astronaut,,,,,
21-Mar,London,25-29yrs,pilot,,,,,
21-Mar,London,25-29yrs,farmer,,,,,
21-Mar,London,25-29yrs,epidemiologist,,,,,
21-Mar,New York,25-29yrs,pilot,,,,,
21-Mar,New York,25-29yrs,farmer,,,,,
21-Mar,New York,25-29yrs,epidemiologist,,,,,
21-Mar,Philadelphia,25-29yrs,pilot,,,,,
21-Mar,Philadelphia,25-29yrs,epidemiologist,,,,,
21-Mar,Tokyo,25-29yrs,pilot,,,,,
21-Mar,Washington D.C.,25-29yrs,pilot,,,,,
21-Mar,Washington D.C.,25-29yrs,farmer,,,,,
21-Mar,Washington D.C.,25-29yrs,epidemiologist,,,,,
21-Feb,Baltimore,25-29yrs,surgeon,,,,,
21-Feb,Baltimore,25-29yrs,pilot,,,,,
21-Feb,Baltimore,25-29yrs,farmer,,,,,
21-Feb,Baltimore,25-29yrs,epidemiologist,,,,,
21-Feb,Boston,25-29yrs,pilot,,,,,
21-Feb,Boston,25-29yrs,farmer,,,,,
21-Feb,Chicago,25-29yrs,pilot,,,,,
21-Feb,Chicago,25-29yrs,farmer,,,,,
21-Feb,London,25-29yrs,surgeon,,,,,
21-Feb,London,25-29yrs,pilot,,,,,
21-Feb,London,25-29yrs,farmer,,,,,
21-Feb,London,25-29yrs,epidemiologist,,,,,
21-Feb,New York,25-29yrs,surgeon,,,,,
21-Feb,New York,25-29yrs,pilot,,,,,
21-Feb,New York,25-29yrs,farmer,,,,,
21-Feb,New York,25-29yrs,epidemiologist,,,,,
21-Feb,Philadelphia,25-29yrs,pilot,,,,,
21-Feb,Philadelphia,25-29yrs,epidemiologist,,,,,
21-Feb,Tokyo,25-29yrs,pilot,,,,,
21-Feb,Washington D.C.,25-29yrs,pilot,,,,,
21-Feb,Washington D.C.,25-29yrs,farmer,,,,,
21-Feb,Washington D.C.,25-29yrs,epidemiologist,,,,,
21-Jan,Baltimore,25-29yrs,surgeon,,,,,
21-Jan,Baltimore,25-29yrs,pilot,,,,,
21-Jan,Baltimore,25-29yrs,farmer,,,,,
21-Jan,Baltimore,25-29yrs,epidemiologist,,,,,
21-Jan,Boston,25-29yrs,pilot,,,,,
21-Jan,Boston,25-29yrs,farmer,,,,,
21-Jan,Boston,25-29yrs,epidemiologist,,,,,
21-Jan,Chicago,25-29yrs,pilot,,,,,
21-Jan,London,25-29yrs,pilot,,,,,
21-Jan,London,25-29yrs,farmer,,,,,
21-Jan,London,25-29yrs,epidemiologist,,,,,
21-Jan,New York,25-29yrs,surgeon,,,,,
21-Jan,New York,25-29yrs,pilot,,,,,
21-Jan,New York,25-29yrs,farmer,,,,,
21-Jan,New York,25-29yrs,epidemiologist,,,,,
21-Jan,Philadelphia,25-29yrs,surgeon,,,,,
21-Jan,Philadelphia,25-29yrs,pilot,,,,,
21-Jan,Philadelphia,25-29yrs,epidemiologist,,,,,
21-Jan,Tokyo,25-29yrs,pilot,,,,,
21-Jan,Tokyo,25-29yrs,farmer,,,,,
21-Jan,Tokyo,25-29yrs,epidemiologist,,,,,
21-Jan,Washington D.C.,25-29yrs,pilot,,,,,
21-Jan,Washington D.C.,25-29yrs,farmer,,,,,
21-Jan,Washington D.C.,25-29yrs,epidemiologist,,,,,
20-Dec,Baltimore,25-29yrs,surgeon,,,,,
20-Dec,Baltimore,25-29yrs,pilot,,,,,
20-Dec,Baltimore,25-29yrs,farmer,,,,,
20-Dec,Baltimore,25-29yrs,epidemiologist,,,,,
20-Dec,Boston,25-29yrs,pilot,,,,,
20-Dec,Boston,25-29yrs,epidemiologist,,,,,
20-Dec,Chicago,25-29yrs,pilot,,,,,
20-Dec,London,25-29yrs,pilot,,,,,
20-Dec,London,25-29yrs,farmer,,,,,
20-Dec,New York,25-29yrs,surgeon,,,,,
20-Dec,New York,25-29yrs,pilot,,,,,
20-Dec,New York,25-29yrs,epidemiologist,,,,,
20-Dec,Philadelphia,25-29yrs,surgeon,,,,,
20-Dec,Philadelphia,25-29yrs,pilot,,,,,
20-Dec,Philadelphia,25-29yrs,farmer,,,,,
20-Dec,Philadelphia,25-29yrs,epidemiologist,,,,,
20-Dec,Tokyo,25-29yrs,pilot,,,,,
20-Dec,Tokyo,25-29yrs,farmer,,,,,
20-Dec,Washington D.C.,25-29yrs,pilot,,,,,
20-Dec,Washington D.C.,25-29yrs,farmer,,,,,
20-Dec,Washington D.C.,25-29yrs,epidemiologist,,,,,
20-Nov,Baltimore,25-29yrs,surgeon,,,,,
